index,distance,classify_label,real_label
1399,1637,1,1
1400,639537,1,1
1401,-86893,0,1
1402,371422,1,1
1403,75359,1,1
1404,-132613,0,1
1405,-27204,0,1
1406,-501451,0,1
1407,5956,1,1
1408,5542,1,1
1409,-182598,0,1
1410,1003956,1,1
1411,230198,1,1
1412,-1062983,0,1
1413,101015,1,1
1414,822251,1,1
1415,-208467,0,1
1416,-57575,0,1
1417,1689,1,1
1418,20187,1,1
1419,3987,1,1
1420,501296,1,1
1421,25512,1,1
1422,-31715,0,1
1423,-64814,0,1
1424,78115,1,1
1425,165338,1,1
1426,-265565,0,1
1427,47315,1,1
1428,-24689,0,1
1429,-76660,0,1
1430,100068,1,1
1431,458291,1,1
1432,-128847,0,1
1433,761790,1,1
1434,63489,1,1
1435,42331,1,1
1436,-215639,0,1
1437,52961,1,1
1438,75445,1,1
1439,83935,1,1
3360,-6624,0,1
3361,-17601,0,1
3362,-4359,0,1
3363,3281,1,1
3364,1275,1,1
3365,5653,1,1
3366,5719,1,1
3367,5162,1,1
3368,11828,1,1
3369,-1004,0,1
3370,9964,1,1
3371,6255,1,1
3372,-1877,0,1
3373,4165,1,1
3374,-587,0,1
3375,-516,0,1
3376,-5654,0,1
3377,-10162,0,1
3378,-4172,0,1
3379,-5245,0,1
3380,22110,1,1
3381,11009,1,1
3382,5982,1,1
3383,-4830,0,1
3384,2968,1,1
3385,-24259,0,1
3386,10355,1,1
3387,24791,1,1
3388,-6281,0,1
3389,-5692,0,1
3390,-15045,0,1
3391,-6560,0,1
3392,4531,1,1
3393,3569,1,1
3394,15152,1,1
3395,7637,1,1
3396,-11604,0,1
3397,-10811,0,1
3398,-3692,0,1
3399,-539,0,1
3400,-2901,0,1
3401,-3829,0,1
3402,-13303,0,1
3403,16850,1,1
3404,25889,1,1
3405,14099,1,1
3406,5001,1,1
3407,-3230,0,1
3408,-12998,0,1
3409,-886,0,1
3410,21592,1,1
3411,17613,1,1
3412,3874,1,1
3413,323,1,1
3414,11087,1,1
3415,-2137,0,1
3416,-6772,0,1
3417,4022,1,1
3418,8048,1,1
3419,18751,1,1
3420,-575,0,1
3421,3517,1,1
3422,-8747,0,1
3423,10201,1,1
3424,28761,1,1
3425,10551,1,1
3426,-5694,0,1
3427,478,1,1
3428,755,1,1
3429,-2849,0,1
3430,4327,1,1
3431,19651,1,1
3432,11324,1,1
3433,-1473,0,1
3434,-11204,0,1
3435,6881,1,1
3436,-10400,0,1
3437,6707,1,1
3438,13454,1,1
3439,2924,1,1
3440,16578,1,1
3441,-14571,0,1
3442,-2012,0,1
3443,-2978,0,1
3444,1357,1,1
3445,-592,0,1
3446,6311,1,1
3447,-6324,0,1
3448,-8318,0,1
3449,19604,1,1
3450,-20714,0,1
3451,-5725,0,1
3452,-6436,0,1
3453,-1014,0,1
3454,113,1,1
3455,2944,1,1
3456,260,1,1
3457,5355,1,1
3458,6999,1,1
3459,3038,1,1
3460,-7701,0,1
3461,4843,1,1
3462,1939,1,1
3463,4577,1,1
3464,-10822,0,1
3465,20448,1,1
3466,-2881,0,1
3467,-2521,0,1
3468,-17187,0,1
3469,-683,0,1
3470,4078,1,1
3471,-2041,0,1
3472,-3304,0,1
3473,-14755,0,1
3474,16721,1,1
3475,-4089,0,1
3476,-3402,0,1
3477,8969,1,1
3478,-23392,0,1
3479,4655,1,1
3480,-5421,0,1
3481,6527,1,1
3482,-2223,0,1
3483,-1371,0,1
3484,-11708,0,1
3485,322,1,1
3486,4059,1,1
3487,-21627,0,1
3488,10222,1,1
3489,-183,0,1
3490,-16999,0,1
3491,8255,1,1
3492,11278,1,1
3493,6964,1,1
3494,-23447,0,1
3495,-12651,0,1
3496,18067,1,1
3497,-1282,0,1
3498,2832,1,1
3499,-15910,0,1
3500,3186,1,1
3501,1364,1,1
3502,-4951,0,1
3503,-1190,0,1
3504,12246,1,1
3505,-19838,0,1
3506,2,1,1
3507,8924,1,1
3508,10186,1,1
3509,15709,1,1
3510,-17495,0,1
3511,6856,1,1
3512,10214,1,1
3513,-314,0,1
3514,11486,1,1
3515,-11788,0,1
3516,-19453,0,1
3517,-1224,0,1
3518,-4124,0,1
3519,13514,1,1
3520,-11459,0,1
3521,10473,1,1
3522,23393,1,1
3523,1143,1,1
3524,-1837,0,1
3525,-543,0,1
3526,5497,1,1
3527,-14966,0,1
3528,9978,1,1
3529,12553,1,1
3530,-8388,0,1
3531,7297,1,1
3532,-2391,0,1
3533,-9158,0,1
3534,-13698,0,1
3535,13123,1,1
3536,3324,1,1
3537,-9535,0,1
3538,-10180,0,1
3539,6766,1,1
3540,15076,1,1
3541,-3335,0,1
3542,-2734,0,1
3543,7357,1,1
3544,7166,1,1
3545,-93,0,1
3546,39744,1,1
3547,-19525,0,1
3548,-1661,0,1
3549,8103,1,1
3550,-6192,0,1
3551,28186,1,1
3552,-9236,0,1
3553,-723,0,1
3554,10030,1,1
3555,758,1,1
3556,4710,1,1
3557,21022,1,1
3558,2869,1,1
3559,3956,1,1
3560,-16382,0,1
3561,12762,1,1
3562,-3910,0,1
3563,8367,1,1
3564,14994,1,1
3565,15634,1,1
3566,9998,1,1
3567,-630,0,1
3568,11044,1,1
3569,-8501,0,1
3570,-2912,0,1
3571,-13076,0,1
3572,2377,1,1
3573,675,1,1
3574,-20279,0,1
3575,16608,1,1
3576,1732,1,1
3577,8393,1,1
3578,3145,1,1
3579,6642,1,1
3580,-8524,0,1
3581,27788,1,1
3582,-835,0,1
3583,19353,1,1
3584,4429,1,1
3585,-521,0,1
3586,-6682,0,1
3587,-11332,0,1
3588,11022,1,1
3589,1945,1,1
3590,1214,1,1
3591,-17605,0,1
3592,33880,1,1
3593,4159,1,1
3594,4215,1,1
3595,13018,1,1
3596,-9528,0,1
3597,-9616,0,1
3598,4678,1,1
3599,174,1,1
3600,4974,1,0
3601,-5014,0,0
3602,-2025,0,0
3603,-2600,0,0
3604,-3596,0,0
3605,-36370,0,0
3606,-3232,0,0
3607,4157,1,0
3608,-13300,0,0
3609,-4012,0,0
3610,-1599,0,0
3611,-18266,0,0
3612,-1589,0,0
3613,-13811,0,0
3614,-14741,0,0
3615,17469,1,0
3616,-1101,0,0
3617,-2056,0,0
3618,6376,1,0
3619,10600,1,0
3620,2349,1,0
3621,-21001,0,0
3622,2391,1,0
3623,-2769,0,0
3624,7126,1,0
3625,-13187,0,0
3626,1917,1,0
3627,-7664,0,0
3628,-12195,0,0
3629,11960,1,0
3630,-15746,0,0
3631,11193,1,0
3632,-7769,0,0
3633,4180,1,0
3634,17966,1,0
3635,-2766,0,0
3636,5628,1,0
3637,298,1,0
3638,5614,1,0
3639,-9233,0,0
3640,-16598,0,0
3641,-2529,0,0
3642,-2475,0,0
3643,11322,1,0
3644,-11053,0,0
3645,-1557,0,0
3646,-1840,0,0
3647,-7510,0,0
3648,-20934,0,0
3649,-3442,0,0
3650,-9645,0,0
3651,-4108,0,0
3652,2109,1,0
3653,-28346,0,0
3654,19071,1,0
3655,9658,1,0
3656,-18151,0,0
3657,-2648,0,0
3658,-14683,0,0
3659,-6430,0,0
3660,-28377,0,1
3661,-13884,0,1
3662,3027,1,1
3663,17714,1,1
3664,-15988,0,1
3665,-6339,0,1
3666,7351,1,1
3667,44,1,1
3668,5578,1,1
3669,4610,1,1
3670,10751,1,1
3671,-1499,0,1
3672,510,1,1
3673,10355,1,1
3674,3694,1,1
3675,4749,1,1
3676,-8531,0,1
3677,-23614,0,1
3678,-15766,0,1
3679,-1689,0,1
3680,-6905,0,1
3681,-1999,0,1
3682,20571,1,1
3683,-1483,0,1
3684,6913,1,1
3685,137,1,1
3686,8540,1,1
3687,12030,1,1
3688,5736,1,1
3689,23349,1,1
3690,14803,1,1
3691,-17584,0,1
3692,22252,1,1
3693,2322,1,1
3694,3254,1,1
3695,14966,1,1
3696,13811,1,1
3697,-1529,0,1
3698,14652,1,1
3699,-397,0,1
3700,32473,1,1
3701,-6508,0,1
3702,-8515,0,1
3703,-2204,0,1
3704,264,1,1
3705,3462,1,1
3706,13041,1,1
3707,-11920,0,1
3708,-890,0,1
3709,14515,1,1
3710,-707,0,1
3711,2365,1,1
3712,2969,1,1
3713,-12318,0,1
3714,-11740,0,1
3715,8008,1,1
3716,-10143,0,1
3717,13513,1,1
3718,-8120,0,1
3719,-8276,0,1
3720,10949,1,0
3721,2398,1,0
3722,9520,1,0
3723,-8851,0,0
3724,-5048,0,0
3725,-4228,0,0
3726,1847,1,0
3727,26764,1,0
3728,-4460,0,0
3729,-7102,0,0
3730,12205,1,0
3731,-11778,0,0
3732,-23043,0,0
3733,-9102,0,0
3734,-16361,0,0
3735,-9636,0,0
3736,3259,1,0
3737,-13498,0,0
3738,-20140,0,0
3739,-1450,0,0
3740,7884,1,0
3741,21307,1,0
3742,16566,1,0
3743,-10867,0,0
3744,-11389,0,0
3745,-3586,0,0
3746,-9677,0,0
3747,-780,0,0
3748,-1712,0,0
3749,-13585,0,0
3750,-19644,0,0
3751,-7824,0,0
3752,4701,1,0
3753,-1865,0,0
3754,5591,1,0
3755,2074,1,0
3756,-2392,0,0
3757,19461,1,0
3758,-8278,0,0
3759,7158,1,0
3760,5777,1,0
3761,-7507,0,0
3762,-4541,0,0
3763,12321,1,0
3764,-9484,0,0
3765,-1019,0,0
3766,5455,1,0
3767,-7536,0,0
3768,-2883,0,0
3769,-4595,0,0
3770,-849,0,0
3771,-1480,0,0
3772,10473,1,0
3773,-9508,0,0
3774,3126,1,0
3775,5,1,0
3776,-6055,0,0
3777,26649,1,0
3778,-7607,0,0
3779,-6522,0,0
3780,7067,1,1
3781,-10142,0,1
3782,3438,1,1
3783,11081,1,1
3784,-4250,0,1
3785,1991,1,1
3786,-14464,0,1
3787,14777,1,1
3788,2061,1,1
3789,-18788,0,1
3790,9433,1,1
3791,5908,1,1
3792,-12785,0,1
3793,-21496,0,1
3794,15427,1,1
3795,-6082,0,1
3796,-4695,0,1
3797,-5829,0,1
3798,2646,1,1
3799,7264,1,1
3800,11029,1,1
3801,-14387,0,1
3802,2581,1,1
3803,-1949,0,1
3804,-12624,0,1
3805,-132,0,1
3806,1180,1,1
3807,13475,1,1
3808,-8930,0,1
3809,-15040,0,1
3810,21262,1,1
3811,2838,1,1
3812,-24091,0,1
3813,3166,1,1
3814,-7257,0,1
3815,21910,1,1
3816,2962,1,1
3817,10807,1,1
3818,-6428,0,1
3819,-6948,0,1
3820,-1041,0,1
3821,-3416,0,1
3822,2772,1,1
3823,21647,1,1
3824,-8919,0,1
3825,-4333,0,1
3826,-4431,0,1
3827,4161,1,1
3828,-2901,0,1
3829,5712,1,1
3830,2302,1,1
3831,-20551,0,1
3832,3533,1,1
3833,14947,1,1
3834,6846,1,1
3835,-6724,0,1
3836,6644,1,1
3837,-35256,0,1
3838,11174,1,1
3839,4598,1,1
5760,102224,1,0
5761,-61794,0,0
5762,-83876,0,0
5763,27405,1,0
5764,-25346,0,0
5765,97691,1,0
5766,-2426,0,0
5767,117208,1,0
5768,63133,1,0
5769,-134886,0,0
5770,179735,1,0
5771,-213929,0,0
5772,18424,1,0
5773,61208,1,0
5774,-77906,0,0
5775,50303,1,0
5776,-9193,0,0
5777,-253562,0,0
5778,135944,1,0
5779,-135574,0,0
5780,777201,1,0
5781,-74687,0,0
5782,-462539,0,0
5783,8222,1,0
5784,26533,1,0
5785,407747,1,0
5786,-763994,0,0
5787,-291552,0,0
5788,5334,1,0
5789,64528,1,0
5790,-221495,0,0
5791,65139,1,0
5792,-683299,0,0
5793,-58050,0,0
5794,-374103,0,0
5795,-612366,0,0
5796,-154044,0,0
5797,-133330,0,0
5798,156799,1,0
5799,6135,1,0
5800,31016,1,0
5801,4780,1,0
5802,138299,1,0
5803,-21741,0,0
5804,64720,1,0
5805,2267,1,0
5806,-129112,0,0
5807,-39511,0,0
5808,-141010,0,0
5809,-894861,0,0
5810,-376635,0,0
5811,-127382,0,0
5812,344258,1,0
5813,692621,1,0
5814,-184967,0,0
5815,14909,1,0
5816,-52098,0,0
5817,65390,1,0
5818,14541,1,0
5819,248765,1,0
5820,-6918,0,1
5821,34148,1,1
5822,-1176590,0,1
5823,2624,1,1
5824,109282,1,1
5825,-164749,0,1
5826,173286,1,1
5827,-641312,0,1
5828,-172140,0,1
5829,61100,1,1
5830,72161,1,1
5831,-49720,0,1
5832,-37377,0,1
5833,141538,1,1
5834,56190,1,1
5835,-174306,0,1
5836,78910,1,1
5837,-107248,0,1
5838,663330,1,1
5839,157315,1,1
5840,-57599,0,1
5841,-27145,0,1
5842,97376,1,1
5843,-44929,0,1
5844,140783,1,1
5845,-497269,0,1
5846,84338,1,1
5847,150517,1,1
5848,136270,1,1
5849,-4076,0,1
5850,68915,1,1
5851,10881,1,1
5852,-33094,0,1
5853,34864,1,1
5854,2907,1,1
5855,61857,1,1
5856,-40143,0,1
5857,49711,1,1
5858,54908,1,1
5859,-65522,0,1
5860,35459,1,1
5861,111673,1,1
5862,487636,1,1
5863,-789,0,1
5864,45258,1,1
5865,21230,1,1
5866,-78648,0,1
5867,-18648,0,1
5868,-16974,0,1
5869,68654,1,1
5870,-98032,0,1
5871,-19288,0,1
5872,-60651,0,1
5873,70536,1,1
5874,29709,1,1
5875,-210115,0,1
5876,935045,1,1
5877,13757,1,1
5878,6589,1,1
5879,-19018,0,1
5880,-51888,0,1
5881,52221,1,1
5882,82687,1,1
5883,-18514,0,1
5884,-202822,0,1
5885,232135,1,1
5886,105687,1,1
5887,173349,1,1
5888,40140,1,1
5889,58628,1,1
5890,-154722,0,1
5891,-548785,0,1
5892,135730,1,1
5893,22908,1,1
5894,-48813,0,1
5895,999796,1,1
5896,56936,1,1
5897,-29640,0,1
5898,1550112,1,1
5899,63973,1,1
5900,-1710,0,1
5901,-544237,0,1
5902,567276,1,1
5903,440499,1,1
5904,74975,1,1
5905,-483767,0,1
5906,-56486,0,1
5907,101994,1,1
5908,-62917,0,1
5909,13786,1,1
5910,-508971,0,1
5911,-135083,0,1
5912,-155930,0,1
5913,315164,1,1
5914,54685,1,1
5915,150378,1,1
5916,1390016,1,1
5917,-30064,0,1
5918,91070,1,1
5919,-110366,0,1
5920,-1369735,0,1
5921,203013,1,1
5922,76592,1,1
5923,-1196867,0,1
5924,525497,1,1
5925,56538,1,1
5926,411704,1,1
5927,-7263,0,1
5928,6418,1,1
5929,487660,1,1
5930,974104,1,1
5931,449647,1,1
5932,1179813,1,1
5933,102006,1,1
5934,-83087,0,1
5935,321833,1,1
5936,70435,1,1
5937,38553,1,1
5938,87553,1,1
5939,-12099,0,1
5940,-6605,0,1
5941,656189,1,1
5942,-618902,0,1
5943,1615343,1,1
5944,1387449,1,1
5945,63556,1,1
5946,-123988,0,1
5947,-506909,0,1
5948,89808,1,1
5949,50500,1,1
5950,167153,1,1
5951,683132,1,1
5952,-75253,0,1
5953,95642,1,1
5954,88167,1,1
5955,153690,1,1
5956,153765,1,1
5957,96613,1,1
5958,130420,1,1
5959,358033,1,1
5960,106879,1,1
5961,25294,1,1
5962,61818,1,1
5963,1102242,1,1
5964,177338,1,1
5965,260,1,1
5966,173830,1,1
5967,231251,1,1
5968,26506,1,1
5969,-30741,0,1
5970,42953,1,1
5971,196483,1,1
5972,70949,1,1
5973,321713,1,1
5974,178098,1,1
5975,79406,1,1
5976,97837,1,1
5977,57313,1,1
5978,210803,1,1
5979,49082,1,1
5980,27576,1,1
5981,613085,1,1
5982,84613,1,1
5983,242021,1,1
5984,113510,1,1
5985,14416,1,1
5986,225983,1,1
5987,32450,1,1
5988,73692,1,1
5989,139383,1,1
5990,126288,1,1
5991,61584,1,1
5992,75653,1,1
5993,846755,1,1
5994,1385092,1,1
5995,-1010252,0,1
5996,-134618,0,1
5997,-144163,0,1
5998,40313,1,1
5999,-67942,0,1
6000,-16829,0,0
6001,-45111,0,0
6002,-107447,0,0
6003,335029,1,0
6004,162712,1,0
6005,-943232,0,0
6006,-67557,0,0
6007,-116349,0,0
6008,-50373,0,0
6009,-952313,0,0
6010,-73329,0,0
6011,-23311,0,0
6012,35023,1,0
6013,-59324,0,0
6014,-111785,0,0
6015,10727,1,0
6016,-235519,0,0
6017,237798,1,0
6018,-102283,0,0
6019,-318225,0,0
6020,-256965,0,0
6021,-340619,0,0
6022,-211191,0,0
6023,-284192,0,0
6024,-875137,0,0
6025,-93502,0,0
6026,-254559,0,0
6027,-57795,0,0
6028,-4839,0,0
6029,-181019,0,0
6030,28182,1,0
6031,-897522,0,0
6032,-104718,0,0
6033,242439,1,0
6034,-34533,0,0
6035,-529713,0,0
6036,-19080,0,0
6037,-99927,0,0
6038,-176586,0,0
6039,107236,1,0
6040,-95810,0,0
6041,-77178,0,0
6042,57781,1,0
6043,51984,1,0
6044,-54285,0,0
6045,22646,1,0
6046,-137211,0,0
6047,39498,1,0
6048,-210143,0,0
6049,-67320,0,0
6050,-121834,0,0
6051,-81020,0,0
6052,-89651,0,0
6053,-65516,0,0
6054,520272,1,0
6055,-58894,0,0
6056,-3088,0,0
6057,-35481,0,0
6058,-190312,0,0
6059,-133008,0,0
6060,-89636,0,0
6061,247192,1,0
6062,-351706,0,0
6063,1022313,1,0
6064,1298281,1,0
6065,64134,1,0
6066,-635160,0,0
6067,157434,1,0
6068,32765,1,0
6069,-531687,0,0
6070,-349695,0,0
6071,-83744,0,0
6072,-178587,0,0
6073,-2029795,0,0
6074,3146,1,0
6075,-1472833,0,0
6076,-734268,0,0
6077,989974,1,0
6078,-135246,0,0
6079,-162978,0,0
6080,-139372,0,0
6081,-208898,0,0
6082,-117833,0,0
6083,-892221,0,0
6084,102384,1,0
6085,-73582,0,0
6086,-70227,0,0
6087,-133496,0,0
6088,-112251,0,0
6089,-156208,0,0
6090,-87223,0,0
6091,-163205,0,0
6092,-143652,0,0
6093,-92966,0,0
6094,-147996,0,0
6095,-109448,0,0
6096,-106562,0,0
6097,-55023,0,0
6098,-72126,0,0
6099,-106010,0,0
6100,-129288,0,0
6101,-87619,0,0
6102,-111236,0,0
6103,-103170,0,0
6104,-76173,0,0
6105,22316,1,0
6106,-106258,0,0
6107,-45926,0,0
6108,-41197,0,0
6109,-139794,0,0
6110,130827,1,0
6111,-33650,0,0
6112,29433,1,0
6113,-28161,0,0
6114,-228175,0,0
6115,85588,1,0
6116,136241,1,0
6117,-178375,0,0
6118,-66316,0,0
6119,-237859,0,0
6120,17316,1,0
6121,-28233,0,0
6122,45660,1,0
6123,-60933,0,0
6124,-386364,0,0
6125,11165,1,0
6126,36869,1,0
6127,-63113,0,0
6128,-162102,0,0
6129,-10694,0,0
6130,-142885,0,0
6131,-216474,0,0
6132,107630,1,0
6133,16574,1,0
6134,51661,1,0
