index,distance,classify_label,real_label
5891,183431,1,1
5892,-65132,0,1
5893,-24687,0,1
5894,-11618,0,1
5895,-205539,0,1
5896,27029,1,1
5897,60778,1,1
5898,8215,1,1
5899,162571,1,1
5900,73340,1,1
5901,440634,1,1
5902,-123012,0,1
5903,149381,1,1
5904,212363,1,1
5905,623659,1,1
5906,28067,1,1
5907,317176,1,1
5908,196167,1,1
5909,211017,1,1
5910,312834,1,1
5911,185,1,1
5912,4185,1,1
5913,-50781,0,1
5914,154683,1,1
5915,124005,1,1
5916,-150392,0,1
5917,121657,1,1
5918,112587,1,1
5919,101647,1,1
5920,714363,1,1
5921,-154009,0,1
5922,-271283,0,1
5923,1117582,1,1
5924,-175090,0,1
5925,97644,1,1
5926,-390927,0,1
5927,9907,1,1
5928,59365,1,1
5929,202917,1,1
5930,-219418,0,1
5931,17085,1,1
5932,198978,1,1
5933,188838,1,1
5934,226784,1,1
5935,-34296,0,1
5936,39017,1,1
5937,135447,1,1
5938,-80980,0,1
5939,152601,1,1
5940,194481,1,1
5941,-27989,0,1
5942,1047482,1,1
5943,-1065404,0,1
5944,-251588,0,1
5945,605074,1,1
5946,771411,1,1
5947,536257,1,1
5948,100973,1,1
5949,96784,1,1
5950,149366,1,1
5951,318344,1,1
5952,144278,1,1
5953,114232,1,1
5954,94445,1,1
5955,119389,1,1
5956,208018,1,1
5957,90716,1,1
5958,161871,1,1
5959,69522,1,1
5960,203857,1,1
5961,149114,1,1
5962,195200,1,1
5963,-208645,0,1
5964,241341,1,1
5965,260514,1,1
5966,80577,1,1
5967,40069,1,1
5968,45434,1,1
5969,3990,1,1
5970,-431672,0,1
5971,58837,1,1
5972,221130,1,1
5973,246249,1,1
5974,314050,1,1
5975,111861,1,1
5976,4214,1,1
5977,134957,1,1
5978,244869,1,1
5979,121459,1,1
5980,226765,1,1
5981,135152,1,1
5982,48765,1,1
5983,123186,1,1
5984,203877,1,1
5985,103173,1,1
5986,99521,1,1
5987,99353,1,1
5988,122180,1,1
5989,21256,1,1
5990,-11556,0,1
5991,42566,1,1
5992,143491,1,1
5993,-170223,0,1
5994,101647,1,1
5995,484839,1,1
5996,434340,1,1
5997,173843,1,1
5998,37782,1,1
5999,87194,1,1
6000,-43904,0,0
6001,-46594,0,0
6002,234,1,0
6003,-207191,0,0
6004,-212132,0,0
6005,320829,1,0
6006,-71056,0,0
6007,-181921,0,0
6008,-260057,0,0
6009,27962,1,0
6010,-48122,0,0
6011,-31837,0,0
6012,-107906,0,0
6013,15332,1,0
6014,-113996,0,0
6015,-116048,0,0
6016,-28688,0,0
6017,-297648,0,0
6018,-126846,0,0
6019,41108,1,0
6020,37143,1,0
6021,79828,1,0
6022,-90391,0,0
6023,-160959,0,0
6024,514866,1,0
6025,-565564,0,0
6026,-85884,0,0
6027,-104615,0,0
6028,-160675,0,0
6029,-36201,0,0
6030,-144995,0,0
6031,-34823,0,0
6032,-72533,0,0
6033,-989945,0,0
6034,-111603,0,0
6035,25753,1,0
6036,-242205,0,0
6037,-17964,0,0
6038,-127047,0,0
6039,-186657,0,0
6040,-36821,0,0
6041,80969,1,0
6042,48121,1,0
6043,-30811,0,0
6044,-11464,0,0
6045,-90370,0,0
6046,75624,1,0
6047,-64282,0,0
6048,-40809,0,0
6049,29356,1,0
6050,73690,1,0
6051,45001,1,0
6052,-90568,0,0
6053,159640,1,0
6054,-571692,0,0
6055,166298,1,0
6056,-65748,0,0
6057,-5848,0,0
6058,45033,1,0
6059,-85044,0,0
6060,-204978,0,0
6061,-132849,0,0
6062,-184478,0,0
6063,-779808,0,0
6064,-1646500,0,0
6065,-344787,0,0
6066,178202,1,0
6067,-57895,0,0
6068,-199807,0,0
6069,86519,1,0
6070,281483,1,0
6071,-125434,0,0
6072,-259966,0,0
6073,302219,1,0
6074,-529605,0,0
6075,210014,1,0
6076,-66495,0,0
6077,-700209,0,0
6078,67792,1,0
6079,-130808,0,0
6080,-67994,0,0
6081,-83572,0,0
6082,-297344,0,0
6083,47576,1,0
6084,-278325,0,0
6085,-132202,0,0
6086,-92156,0,0
6087,-105134,0,0
6088,-76074,0,0
6089,-104085,0,0
6090,-136432,0,0
6091,-7272,0,0
6092,-137870,0,0
6093,-107051,0,0
6094,-105367,0,0
6095,-92935,0,0
6096,-100505,0,0
6097,-137528,0,0
6098,-90393,0,0
6099,-129758,0,0
6100,-184416,0,0
6101,-119578,0,0
6102,-130274,0,0
6103,-95972,0,0
6104,-130879,0,0
6105,-72340,0,0
6106,-119607,0,0
6107,-57603,0,0
6108,-53627,0,0
6109,-37330,0,0
6110,-141768,0,0
6111,-34538,0,0
6112,-129313,0,0
6113,-120043,0,0
6114,109506,1,0
6115,-20772,0,0
6116,-242099,0,0
6117,-114074,0,0
6118,-31155,0,0
6119,-117883,0,0
6120,-34156,0,0
6121,-30880,0,0
6122,13959,1,0
6123,15567,1,0
6124,279540,1,0
6125,-50361,0,0
6126,-69007,0,0
6127,146523,1,0
6128,-108002,0,0
6129,96694,1,0
6130,23009,1,0
6131,70206,1,0
6132,-201708,0,0
6133,-82503,0,0
6134,31659,1,0
6135,30901,1,0
6136,-22598,0,0
6137,-30274,0,0
